#SampleID	SampleID_extra	study_number	animal	sequencing_platform	sequencing_facility	sequencing_run_date	collector	location	country	sample_type	captive_wild	lifestage	Common name	individual_ID	NCBI_taxon_id	Taxonomy_Kingdom	Taxonomy_Phylum	Taxonomy_Class	Taxonomy_Order	Taxonomy_Family	Taxonomy_Genus	Taxonomy_Species	Activity-Crepuscular	Activity-Diurnal	Activity-Nocturnal	BodyMass	Diet-Fruit	Diet-Inv	Diet-PlantO	Diet-Scav	Diet-Seed	Diet-Vect	Diet-Vend	Diet-Vfish	Diet-Vunk	1-1_ActivityCycle	13-1_AdultHeadBodyLen_mm	2-1_AgeatEyeOpening_d	3-1_AgeatFirstBirth_d	18-1_BasalMetRate_mLO2hr	5-2_BasalMetRateMass_g	6-1_DietBreadth	7-1_DispersalAge_d	9-1_GestationLen_d	12-1_HabitatBreadth	22-1_HomeRange_km2	22-2_HomeRange_Indiv_km2	14-1_InterbirthInterval_d	15-1_LitterSizeHMC	16-1_LittersPerYear	17-1_MaxLongevity_m	5-3_NeonateBodyMass_g	13-2_NeonateHeadBodyLen_mm	21-1_PopulationDensity_n_km2	10-1_PopulationGrpSize	23-1_SexualMaturityAge_d	10-2_SocialGrpSize	10-2_SocialGrpSizeHCM	SocialityHMC	24-1_TeatNumber	TerrestrialityHMC	6-2_TrophicLevel	25-1_WeaningAge_d	5-4_WeaningBodyMass_g	26-1_GR_Area_km2	26-2_GR_MaxLat_dd	26-3_GR_MinLat_dd	26-4_GR_MidRangeLat_dd	26-5_GR_MaxLong_dd	26-6_GR_MinLong_dd	26-7_GR_MidRangeLong_dd	27-1_HuPopDen_Min_n_km2	27-2_HuPopDen_Mean_n_km2	27-3_HuPopDen_5p_n_km2	27-4_HuPopDen_Change	28-1_Precip_Mean_mm	28-2_Temp_Mean_01degC	30-1_AET_Mean_mm	30-2_PET_Mean_mm	OchHMC	ConservationStatusHMC	LitDietDiversityHMC	GutFermentersHMC	DietDiversityIndex	NumberDietCategories
10936.FD.0088.aardvark	FD.0088.aardvark	10936	aardvark	Illumina HiSeq 	UCSD IGM	2012-04-13	Nico Avenant & Guila Ganem	TdR Nature Reserve	South Africa	fecal	captive	adult	Aardvark	NA	9818	Metazoa	Chordata	Mammalia	Tubulidentata	Orycteropodidae	Orycteropus	Orycteropus afer	1	0	1	52350.4	0	100	0	0	0	0	0	0	0	1	1254.43	0	1095	6144	48000	1	NA	222.05	2	NA	NA	NA	1.1	1	288	1899.68	NA	NA	NA	755.15	1	1	No	4	terrestrial	3	40.92	5612.48	18035652.33	23.47	-34.83	-5.68	51.41	-17.53	16.93	0	31.68	1	0.12	75.34	234.77	800.71	1524.66	C	LeastConcern	1	N	0	1
10936.FD.0089.aardvark	FD.0089.aardvark	10936	aardvark	Illumina HiSeq 	UCSD IGM	2012-04-13	Nico Avenant & Guila Ganem	TdR Nature Reserve	South Africa	fecal	captive	adult	Aardvark	NA	9818	Metazoa	Chordata	Mammalia	Tubulidentata	Orycteropodidae	Orycteropus	Orycteropus afer	1	0	1	52350.4	0	100	0	0	0	0	0	0	0	1	1254.43	0	1095	6144	48000	1	NA	222.05	2	NA	NA	NA	1.1	1	288	1899.68	NA	NA	NA	755.15	1	1	No	4	terrestrial	3	40.92	5612.48	18035652.33	23.47	-34.83	-5.68	51.41	-17.53	16.93	0	31.68	1	0.12	75.34	234.77	800.71	1524.66	C	LeastConcern	1	N	0	1
10936.FD.0090.aardvark	FD.0090.aardvark	10936	aardvark	Illumina HiSeq 	UCSD IGM	2012-04-13	Nico Avenant & Guila Ganem	TdR Nature Reserve	South Africa	fecal	captive	adult	Aardvark	NA	9818	Metazoa	Chordata	Mammalia	Tubulidentata	Orycteropodidae	Orycteropus	Orycteropus afer	1	0	1	52350.4	0	100	0	0	0	0	0	0	0	1	1254.43	0	1095	6144	48000	1	NA	222.05	2	NA	NA	NA	1.1	1	288	1899.68	NA	NA	NA	755.15	1	1	No	4	terrestrial	3	40.92	5612.48	18035652.33	23.47	-34.83	-5.68	51.41	-17.53	16.93	0	31.68	1	0.12	75.34	234.77	800.71	1524.66	C	LeastConcern	1	N	0	1
10936.TS.135	TS.135	10936	aardvark	Illumina HiSeq 	UCSD IGM	2012-04-13	Delsuc et al. 2014	Tswalu Kalahari Reserve	South Africa	fecal 	wild	adult	Aardvark	TS.135	9818	Metazoa	Chordata	Mammalia	Tubulidentata	Orycteropodidae	Orycteropus	Orycteropus afer	1	0	1	52350.4	0	100	0	0	0	0	0	0	0	1	1254.43	0	1095	6144	48000	1	NA	222.05	2	NA	NA	NA	1.1	1	288	1899.68	NA	NA	NA	755.15	1	1	No	4	terrestrial	3	40.92	5612.48	18035652.33	23.47	-34.83	-5.68	51.41	-17.53	16.93	0	31.68	1	0.12	75.34	234.77	800.71	1524.66	C	LeastConcern	1	N	0	1
10936.TS.137	TS.137	10936	aardvark	Illumina HiSeq 	UCSD IGM	2012-04-13	Delsuc et al. 2014	Tswalu Kalahari Reserve	South Africa	fecal	wild	adult	Aardvark	TS.137	9818	Metazoa	Chordata	Mammalia	Tubulidentata	Orycteropodidae	Orycteropus	Orycteropus afer	1	0	1	52350.4	0	100	0	0	0	0	0	0	0	1	1254.43	0	1095	6144	48000	1	NA	222.05	2	NA	NA	NA	1.1	1	288	1899.68	NA	NA	NA	755.15	1	1	No	4	terrestrial	3	40.92	5612.48	18035652.33	23.47	-34.83	-5.68	51.41	-17.53	16.93	0	31.68	1	0.12	75.34	234.77	800.71	1524.66	C	LeastConcern	1	N	0	1
10936.TS.174	TS.174	10936	aardvark	Illumina HiSeq 	UCSD IGM	2012-04-13	Delsuc et al. 2014	Tswalu Kalahari Reserve	South Africa	fecal 	wild	adult	Aardvark	TS.174	9818	Metazoa	Chordata	Mammalia	Tubulidentata	Orycteropodidae	Orycteropus	Orycteropus afer	1	0	1	52350.4	0	100	0	0	0	0	0	0	0	1	1254.43	0	1095	6144	48000	1	NA	222.05	2	NA	NA	NA	1.1	1	288	1899.68	NA	NA	NA	755.15	1	1	No	4	terrestrial	3	40.92	5612.48	18035652.33	23.47	-34.83	-5.68	51.41	-17.53	16.93	0	31.68	1	0.12	75.34	234.77	800.71	1524.66	C	LeastConcern	1	N	0	1
10936.TS.174.aardvark	TS.174.aardvark	10936	aardvark	Illumina HiSeq 	UCSD IGM	2012-04-13	Delsuc et al. 2014	Tswalu Kalahari Reserve	South Africa	fecal 	wild	adult	Aardvark	TS.174	9818	Metazoa	Chordata	Mammalia	Tubulidentata	Orycteropodidae	Orycteropus	Orycteropus afer	1	0	1	52350.4	0	100	0	0	0	0	0	0	0	1	1254.43	0	1095	6144	48000	1	NA	222.05	2	NA	NA	NA	1.1	1	288	1899.68	NA	NA	NA	755.15	1	1	No	4	terrestrial	3	40.92	5612.48	18035652.33	23.47	-34.83	-5.68	51.41	-17.53	16.93	0	31.68	1	0.12	75.34	234.77	800.71	1524.66	C	LeastConcern	1	N	0	1
10936.TS.175	TS.175	10936	aardvark	Illumina HiSeq 	UCSD IGM	2012-04-13	Delsuc et al. 2014	Tswalu Kalahari Reserve	South Africa	fecal 	wild	adult	Aardvark	TS.175	9818	Metazoa	Chordata	Mammalia	Tubulidentata	Orycteropodidae	Orycteropus	Orycteropus afer	1	0	1	52350.4	0	100	0	0	0	0	0	0	0	1	1254.43	0	1095	6144	48000	1	NA	222.05	2	NA	NA	NA	1.1	1	288	1899.68	NA	NA	NA	755.15	1	1	No	4	terrestrial	3	40.92	5612.48	18035652.33	23.47	-34.83	-5.68	51.41	-17.53	16.93	0	31.68	1	0.12	75.34	234.77	800.71	1524.66	C	LeastConcern	1	N	0	1
10936.NATL.25062.anteater	NATL.25062.anteater	10936	anteater	Illumina HiSeq 	UCSD IGM	2012-04-13	Se Jin Song	National Zoo	USA	fecal	captive	adult	giant anteater	natl.114127	71006	Metazoa	Chordata	Mammalia	Pilosa	Myrmecophagidae	Myrmecophaga	Myrmecophaga tridactyla	1	1	1	22333.15	0	100	0	0	0	0	0	0	0	2	1124.72	6	NA	2601	30600	1	NA	182.74	3	4	4.29	NA	1	1	312	1500	NA	1.1	1	1227.12	1	1	No	NA	terrestrial	3	79.96	3499.99	12447513.64	16.02	-31.45	-7.71	-36.24	-89.35	-62.79	0	16.89	0	0.11	149.93	240.94	1288.55	1515.92	C	Vulnerable	1	N	0	1
10936.NATL.25080.anteater	NATL.25080.anteater	10936	anteater	Illumina HiSeq 	UCSD IGM	2012-04-13	Se Jin Song	National Zoo	USA	fecal	captive	adult	giant anteater	natl.114126	71006	Metazoa	Chordata	Mammalia	Pilosa	Myrmecophagidae	Myrmecophaga	Myrmecophaga tridactyla	1	1	1	22333.15	0	100	0	0	0	0	0	0	0	2	1124.72	6	NA	2601	30600	1	NA	182.74	3	4	4.29	NA	1	1	312	1500	NA	1.1	1	1227.12	1	1	No	NA	terrestrial	3	79.96	3499.99	12447513.64	16.02	-31.45	-7.71	-36.24	-89.35	-62.79	0	16.89	0	0.11	149.93	240.94	1288.55	1515.92	C	Vulnerable	1	N	0	1
10936.NATL.25181.anteater	NATL.25181.anteater	10936	anteater	Illumina HiSeq 	UCSD IGM	2012-04-13	Se Jin Song	National Zoo	USA	fecal	captive	adult	giant anteater	natl.114126	71006	Metazoa	Chordata	Mammalia	Pilosa	Myrmecophagidae	Myrmecophaga	Myrmecophaga tridactyla	1	1	1	22333.15	0	100	0	0	0	0	0	0	0	2	1124.72	6	NA	2601	30600	1	NA	182.74	3	4	4.29	NA	1	1	312	1500	NA	1.1	1	1227.12	1	1	No	NA	terrestrial	3	79.96	3499.99	12447513.64	16.02	-31.45	-7.71	-36.24	-89.35	-62.79	0	16.89	0	0.11	149.93	240.94	1288.55	1515.92	C	Vulnerable	1	N	0	1
10936.NATL.25184.anteater	NATL.25184.anteater	10936	anteater	Illumina HiSeq 	UCSD IGM	2012-04-13	Se Jin Song	National Zoo	USA	fecal	captive	adult	giant anteater	natl.114127	71006	Metazoa	Chordata	Mammalia	Pilosa	Myrmecophagidae	Myrmecophaga	Myrmecophaga tridactyla	1	1	1	22333.15	0	100	0	0	0	0	0	0	0	2	1124.72	6	NA	2601	30600	1	NA	182.74	3	4	4.29	NA	1	1	312	1500	NA	1.1	1	1227.12	1	1	No	NA	terrestrial	3	79.96	3499.99	12447513.64	16.02	-31.45	-7.71	-36.24	-89.35	-62.79	0	16.89	0	0.11	149.93	240.94	1288.55	1515.92	C	Vulnerable	1	N	0	1
10936.ZU.18257.anteater	ZU.18257.anteater	10936	anteater	Illumina HiSeq 	UCSD IGM	2012-04-13	Zurich Zoo	Zurich Zoo	Switzerland	fecal	captive	adult	Giant anteater	zurich.anteater.1	71006	Metazoa	Chordata	Mammalia	Pilosa	Myrmecophagidae	Myrmecophaga	Myrmecophaga tridactyla	1	1	1	22333.15	0	100	0	0	0	0	0	0	0	2	1124.72	6	NA	2601	30600	1	NA	182.74	3	4	4.29	NA	1	1	312	1500	NA	1.1	1	1227.12	1	1	No	NA	terrestrial	3	79.96	3499.99	12447513.64	16.02	-31.45	-7.71	-36.24	-89.35	-62.79	0	16.89	0	0.11	149.93	240.94	1288.55	1515.92	C	Vulnerable	1	N	0	1
10936.ZU.18269.anteater	ZU.18269.anteater	10936	anteater	Illumina HiSeq 	UCSD IGM	2012-04-13	Zurich Zoo	Zurich Zoo	Switzerland	fecal	captive	adult	Giant anteater	zurich.Inca	71006	Metazoa	Chordata	Mammalia	Pilosa	Myrmecophagidae	Myrmecophaga	Myrmecophaga tridactyla	1	1	1	22333.15	0	100	0	0	0	0	0	0	0	2	1124.72	6	NA	2601	30600	1	NA	182.74	3	4	4.29	NA	1	1	312	1500	NA	1.1	1	1227.12	1	1	No	NA	terrestrial	3	79.96	3499.99	12447513.64	16.02	-31.45	-7.71	-36.24	-89.35	-62.79	0	16.89	0	0.11	149.93	240.94	1288.55	1515.92	C	Vulnerable	1	N	0	1
10936.TS.159.antelope	TS.159.antelope	10936	antelope	Illumina HiSeq	UCSD IGM	2012-04-13	Frederic Delsuc	Tswalu Kalahari Reserve	South Africa	fecal 	wild	adult	Sable antelope	TS.159	37189	Metazoa	Chordata	Mammalia	Cetartiodactyla	Bovidae	Hippotragus	Hippotragus niger	0	1	0	227499.27	0	0	100	0	0	0	0	0	0	3	2035	NA	983.37	NA	NA	5	NA	272.87	1	NA	NA	365	1	NA	267	16412.18	NA	1.3	NA	972.17	15	15	Yes	4	terrestrial	1	210.73	NA	3149646.92	-1.84	-25.41	-13.63	40.84	16.24	28.54	0	28.14	2	0.16	80.83	221.46	857.47	1492.34	H	LeastConcern	2	Foregut	0	1
10936.TS.161.antelope	TS.161.antelope	10936	antelope	Illumina HiSeq	UCSD IGM	2012-04-13	Frederic Delsuc	Tswalu Kalahari Reserve	South Africa	fecal 	wild	adult	Sable antelope	TS.161	37189	Metazoa	Chordata	Mammalia	Cetartiodactyla	Bovidae	Hippotragus	Hippotragus niger	0	1	0	227499.27	0	0	100	0	0	0	0	0	0	3	2035	NA	983.37	NA	NA	5	NA	272.87	1	NA	NA	365	1	NA	267	16412.18	NA	1.3	NA	972.17	15	15	Yes	4	terrestrial	1	210.73	NA	3149646.92	-1.84	-25.41	-13.63	40.84	16.24	28.54	0	28.14	2	0.16	80.83	221.46	857.47	1492.34	H	LeastConcern	2	Foregut	0	1
10936.FD.0019.antelope	FD.0019.antelope	10936	antelope	Illumina HiSeq 	UCSD IGM	2012-04-13	Emeric Figuet Marion Ballenghien and Cedric Libert	Montpellier Zoo	France	fecal	captive	adult	Sable antelope	NA	37189	Metazoa	Chordata	Mammalia	Cetartiodactyla	Bovidae	Hippotragus	Hippotragus niger	0	1	0	227499.27	0	0	100	0	0	0	0	0	0	3	2035	NA	983.37	NA	NA	5	NA	272.87	1	NA	NA	365	1	NA	267	16412.18	NA	1.3	NA	972.17	15	15	Yes	4	terrestrial	1	210.73	NA	3149646.92	-1.84	-25.41	-13.63	40.84	16.24	28.54	0	28.14	2	0.16	80.83	221.46	857.47	1492.34	H	LeastConcern	2	Foregut	0	1
10936.FD.0020	FD.0020	10936	antelope	Illumina HiSeq 	UCSD IGM	2012-04-13	Emeric Figuet Marion Ballenghien and Cedric Libert	Montpellier Zoo	France	fecal	captive	adult	Sable antelope	NA	37189	Metazoa	Chordata	Mammalia	Cetartiodactyla	Bovidae	Hippotragus	Hippotragus niger	0	1	0	227499.27	0	0	100	0	0	0	0	0	0	3	2035	NA	983.37	NA	NA	5	NA	272.87	1	NA	NA	365	1	NA	267	16412.18	NA	1.3	NA	972.17	15	15	Yes	4	terrestrial	1	210.73	NA	3149646.92	-1.84	-25.41	-13.63	40.84	16.24	28.54	0	28.14	2	0.16	80.83	221.46	857.47	1492.34	H	LeastConcern	2	Foregut	0	1
10936.FD.0171.antelope	FD.0171.antelope	10936	antelope	Illumina HiSeq 	UCSD IGM	2012-04-13	Benjamin Lamglait	Sigean African Reserve	France	fecal	captive	adult	Sable antelope	sig.sableantelope.1	37189	Metazoa	Chordata	Mammalia	Cetartiodactyla	Bovidae	Hippotragus	Hippotragus niger	0	1	0	227499.27	0	0	100	0	0	0	0	0	0	3	2035	NA	983.37	NA	NA	5	NA	272.87	1	NA	NA	365	1	NA	267	16412.18	NA	1.3	NA	972.17	15	15	Yes	4	terrestrial	1	210.73	NA	3149646.92	-1.84	-25.41	-13.63	40.84	16.24	28.54	0	28.14	2	0.16	80.83	221.46	857.47	1492.34	H	LeastConcern	2	Foregut	0	1
10936.FD.0174.antelope	FD.0174.antelope	10936	antelope	Illumina HiSeq 	UCSD IGM	2012-04-13	Benjamin Lamglait	Sigean African Reserve	France	fecal	captive	adult	Sable antelope	sig.sableantelope.2	37189	Metazoa	Chordata	Mammalia	Cetartiodactyla	Bovidae	Hippotragus	Hippotragus niger	0	1	0	227499.27	0	0	100	0	0	0	0	0	0	3	2035	NA	983.37	NA	NA	5	NA	272.87	1	NA	NA	365	1	NA	267	16412.18	NA	1.3	NA	972.17	15	15	Yes	4	terrestrial	1	210.73	NA	3149646.92	-1.84	-25.41	-13.63	40.84	16.24	28.54	0	28.14	2	0.16	80.83	221.46	857.47	1492.34	H	LeastConcern	2	Foregut	0	1
10936.FD.hippo.antelope	FD.hippo.antelope	10936	antelope	Illumina HiSeq 	UCSD IGM	2012-04-13	Benjamin Lamglait	Sigean African Reserve	France	fecal	captive	adult	Roan antelope	sig.roanantelope.1	37186	Metazoa	Chordata	Mammalia	Cetartiodactyla	Bovidae	Hippotragus	Hippotragus equinus	0	1	0	269997.66	0	0	100	0	0	0	0	0	0	3	1150	NA	1049.37	NA	NA	5	NA	278.23	1	NA	NA	317	0.98	NA	240	16412.18	NA	0.96	NA	841.82	12	12	Yes	4	terrestrial	1	119.27	NA	8018853.26	16.13	-25.3	-4.58	38.45	-17.53	10.45	0	30.36	1	0.13	89.35	240.77	884.32	1551.46	H	LeastConcern	2	Foregut	0	1
10936.FD.0420.ass	FD.0420.ass	10936	ass	Illumina HiSeq	UCSD IGM	2012-04-13	Alix Ortega	Beauval Zoopark	France	fecal	captive	newborn	Somalian wild ass	NA	73336	Metazoa	Chordata	Mammalia	Perissodactyla	Equidae	Equus	Equus asinus	1	1	1	244999.25	0	0	100	0	0	0	0	0	0	3	NA	NA	866.87	NA	NA	NA	NA	367	1	139.69	NA	NA	1	NA	564	29249.99	NA	3.06	NA	742.46	NA	NA	Yes	NA	terrestrial	1	NA	32500	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	H	CriticallyEndangered	2	Hindgut	0	1
10936.FD.0455.ass	FD.0455.ass	10936	ass	Illumina HiSeq	UCSD IGM	2012-04-13	Alix Ortega	Beauval Zoopark	France	fecal	captive	adult	Somalian wild ass	beauval.Sayla	73336	Metazoa	Chordata	Mammalia	Perissodactyla	Equidae	Equus	Equus asinus	1	1	1	244999.25	0	0	100	0	0	0	0	0	0	3	NA	NA	866.87	NA	NA	NA	NA	367	1	139.69	NA	NA	1	NA	564	29249.99	NA	3.06	NA	742.46	NA	NA	Yes	NA	terrestrial	1	NA	32500	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	H	CriticallyEndangered	2	Hindgut	0	1
10936.FD.0045	FD.0045	10936	ass	Illumina HiSeq 	UCSD IGM	2012-04-13	Frederic Delsuc & Elodie Trunet	Sigean African Reserve	France	fecal	captive	adult	Somalian wild ass	sig.Tobi	73336	Metazoa	Chordata	Mammalia	Perissodactyla	Equidae	Equus	Equus asinus	1	1	1	244999.25	0	0	100	0	0	0	0	0	0	3	NA	NA	866.87	NA	NA	NA	NA	367	1	139.69	NA	NA	1	NA	564	29249.99	NA	3.06	NA	742.46	NA	NA	Yes	NA	terrestrial	1	NA	32500	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	H	CriticallyEndangered	2	Hindgut	0	1
10936.FD.0256.ass	FD.0256.ass	10936	ass	Illumina HiSeq 	UCSD IGM	2012-04-13	Benjamin Lamglait	Sigean African Reserve	France	fecal	captive	adult	Somalian wild ass	sig.africanwildass.1	35510	Metazoa	Chordata	Mammalia	Perissodactyla	Equidae	Equus	Equus asinus	1	1	1	244999.25	0	0	100	0	0	0	0	0	0	3	NA	NA	866.87	NA	NA	NA	NA	367	1	139.69	NA	NA	1	NA	564	29249.99	NA	3.06	NA	742.46	NA	NA	Yes	NA	terrestrial	1	NA	32500	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	H	CriticallyEndangered	2	Hindgut	0	1
10936.TS.065.baboon	TS.065.baboon	10936	baboon	Illumina HiSeq 	UCSD IGM	2012-04-13	Delsuc et al. 2014	Tswalu Kalahari Reserve	South Africa	fecal 	wild	adult	Chacma baboon	TS.065	9557	Metazoa	Chordata	Mammalia	Primates	Cercopithecidae	Papio	Papio ursinus	0	1	0	21250.05	40	20	10	0	20	0	0	0	10	3	675	NA	1919.9	NA	NA	2	NA	180	NA	17.37	NA	608.33	1.01	NA	450	890	NA	2.1	54	1652.37	36.9	36.9	Yes	NA	terrestrial	1	363.96	3299.79	639689.34	17.42	8.03	12.72	46.73	37.4	42.06	3	66.79	5	0.15	45.94	216.13	572.44	1620.73	O	LeastConcern	3	N	1.47	5
10936.TS.086.baboon	TS.086.baboon	10936	baboon	Illumina HiSeq 	UCSD IGM	2012-04-13	Delsuc et al. 2014	Tswalu Kalahari Reserve	South Africa	fecal 	wild	adult	Chacma baboon	TS.086	9557	Metazoa	Chordata	Mammalia	Primates	Cercopithecidae	Papio	Papio ursinus	0	1	0	21250.05	40	20	10	0	20	0	0	0	10	3	675	NA	1919.9	NA	NA	2	NA	180	NA	17.37	NA	608.33	1.01	NA	450	890	NA	2.1	54	1652.37	36.9	36.9	Yes	NA	terrestrial	1	363.96	3299.79	639689.34	17.42	8.03	12.72	46.73	37.4	42.06	3	66.79	5	0.15	45.94	216.13	572.44	1620.73	O	LeastConcern	3	N	1.47	5
10936.TS.031.cheetah	TS.031.cheetah	10936	cheetah	Illumina HiSeq	UCSD IGM	2012-04-13	Frederic Delsuc	Tswalu Kalahari Reserve	South Africa	fecal 	wild	adult	Cheetah	TS.031	32536	Metazoa	Chordata	Mammalia	Carnivora	Felidae	Acinonyx	Acinonyx jubatus	0	1	0	46700	0	0	0	0	0	0	100	0	0	3	1480.43	9.03	1217.27	17115	48900	1	465	92.24	1	88.27	94.38	547.5	3.28	NA	228	441.66	250	0.01	NA	741.97	NA	NA	Yes	12	terrestrial	3	91.42	NA	10586306.53	37.72	-29.22	4.24	60.82	-14.91	22.95	0	19.88	0	0.11	51.26	230.83	595.06	1499.04	C	Vulnerable	2	N	0	1
10936.TS.032.cheetah	TS.032.cheetah	10936	cheetah	Illumina HiSeq	UCSD IGM	2012-04-13	Frederic Delsuc	Tswalu Kalahari Reserve	South Africa	fecal 	wild	adult	Cheetah	TS.032	32536	Metazoa	Chordata	Mammalia	Carnivora	Felidae	Acinonyx	Acinonyx jubatus	0	1	0	46700	0	0	0	0	0	0	100	0	0	3	1480.43	9.03	1217.27	17115	48900	1	465	92.24	1	88.27	94.38	547.5	3.28	NA	228	441.66	250	0.01	NA	741.97	NA	NA	Yes	12	terrestrial	3	91.42	NA	10586306.53	37.72	-29.22	4.24	60.82	-14.91	22.95	0	19.88	0	0.11	51.26	230.83	595.06	1499.04	C	Vulnerable	2	N	0	1
10936.FD.0168.cheetah	FD.0168.cheetah	10936	cheetah	Illumina HiSeq 	UCSD IGM	2012-04-13	Benjamin Lamglait	Sigean African Reserve	France	fecal	captive	adult	Cheetah	sig.cheetah.1	32536	Metazoa	Chordata	Mammalia	Carnivora	Felidae	Acinonyx	Acinonyx jubatus	0	1	0	46700	0	0	0	0	0	0	100	0	0	3	1480.43	9.03	1217.27	17115	48900	1	465	92.24	1	88.27	94.38	547.5	3.28	NA	228	441.66	250	0.01	NA	741.97	NA	NA	Yes	12	terrestrial	3	91.42	NA	10586306.53	37.72	-29.22	4.24	60.82	-14.91	22.95	0	19.88	0	0.11	51.26	230.83	595.06	1499.04	C	Vulnerable	2	N	0	1
10936.FD.0482.colobus	FD.0482.colobus	10936	colobus	Illumina HiSeq	UCSD IGM	2012-04-13	Alix Ortega	Beauval Zoopark	France	fecal	captive	adult	Black and white colobus	NA	33548	Metazoa	Chordata	Mammalia	Primates	Cercopithecidae	Colobus	Colobus guereza	0	1	0	10600	30	0	70	0	0	0	0	0	0	3	625	NA	1916.25	3055	10625	2	NA	169.02	1	0.17	NA	486.66	1	NA	294	444.92	NA	99.2	7	1929.19	7.6	7.6	Yes	NA	arboreal	1	387.79	1532.74	3994317.48	14.41	-4.09	5.15	44.32	8.2	26.26	0	40.2	1	0.1	108.92	231.64	1126.47	1560.54	H	LeastConcern	3	Foregut	0.6108643	2
10936.ATL.24979.colobus	ATL.24979.colobus	10936	colobus	Illumina HiSeq 	UCSD IGM	2012-04-13	Se Jin Song Jon Sanders	Zoo Atlanta	USA	fecal	captive	adult	black and white colobus	NA	54131	Metazoa	Chordata	Mammalia	Primates	Cercopithecidae	Colobus	Colobus angolensis	0	1	0	9850	30	0	70	0	0	0	0	0	0	3	564.99	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	1.01	NA	NA	NA	NA	NA	9	NA	10.9	10.9	Yes	NA	arboreal	1	NA	NA	3019802.04	4.38	-12.71	-4.16	40.13	13.25	26.69	0	30.82	2	0.17	122.91	233.28	1225.27	1538.48	H	LeastConcern	2	Foregut	0.6108643	2
10936.ATL.25003.colobus	ATL.25003.colobus	10936	colobus	Illumina HiSeq 	UCSD IGM	2012-04-13	Se Jin Song Jon Sanders	Zoo Atlanta	USA	fecal	captive	adult	black and white colobus	NA	54131	Metazoa	Chordata	Mammalia	Primates	Cercopithecidae	Colobus	Colobus angolensis	0	1	0	9850	30	0	70	0	0	0	0	0	0	3	564.99	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	1.01	NA	NA	NA	NA	NA	9	NA	10.9	10.9	Yes	NA	arboreal	1	NA	NA	3019802.04	4.38	-12.71	-4.16	40.13	13.25	26.69	0	30.82	2	0.17	122.91	233.28	1225.27	1538.48	H	LeastConcern	2	Foregut	0.6108643	2
10936.TS.166.giraffe	TS.166.giraffe	10936	giraffe	Illumina HiSeq	UCSD IGM	2012-04-13	Frederic Delsuc	Tswalu Kalahari Reserve	South Africa	fecal 	wild	adult	Giraffe	TS.166	9894	Metazoa	Chordata	Mammalia	Cetartiodactyla	Giraffidae	Giraffa	Giraffa camelopardalis	1	0	1	899994.8	0	0	100	0	0	0	0	0	0	2	4177.03	NA	1825	NA	NA	5	NA	455.25	1	81.52	99.56	608.33	1.29	1	435.6	55244.9	NA	1.23	NA	1633.59	100	100	Yes	4	terrestrial	1	212.91	NA	2791592.69	16.35	-25.59	-4.62	41.12	0.64	20.88	0	18.23	1	0.1	64.96	238.58	783.5	1552.64	H	LeastConcern	1	Foregut	0	1
10936.TS.182.giraffe	TS.182.giraffe	10936	giraffe	Illumina HiSeq	UCSD IGM	2012-04-13	Frederic Delsuc	Tswalu Kalahari Reserve	South Africa	fecal 	wild	adult	Giraffe	TS.182	9894	Metazoa	Chordata	Mammalia	Cetartiodactyla	Giraffidae	Giraffa	Giraffa camelopardalis	1	0	1	899994.8	0	0	100	0	0	0	0	0	0	2	4177.03	NA	1825	NA	NA	5	NA	455.25	1	81.52	99.56	608.33	1.29	1	435.6	55244.9	NA	1.23	NA	1633.59	100	100	Yes	4	terrestrial	1	212.91	NA	2791592.69	16.35	-25.59	-4.62	41.12	0.64	20.88	0	18.23	1	0.1	64.96	238.58	783.5	1552.64	H	LeastConcern	1	Foregut	0	1
10936.ATL.24059.giraffe	ATL.24059.giraffe	10936	giraffe	Illumina HiSeq 	UCSD IGM	2012-04-13	Se Jin Song Jon Sanders	Zoo Atlanta	USA	fecal	captive	adult	Giraffe	atl.A61022	409609	Metazoa	Chordata	Mammalia	Cetartiodactyla	Giraffidae	Giraffa	Giraffa camelopardalis	1	0	1	899994.8	0	0	100	0	0	0	0	0	0	2	4177.03	NA	1825	NA	NA	5	NA	455.25	1	81.52	99.56	608.33	1.29	1	435.6	55244.9	NA	1.23	NA	1633.59	100	100	Yes	4	terrestrial	1	212.91	NA	2791592.69	16.35	-25.59	-4.62	41.12	0.64	20.88	0	18.23	1	0.1	64.96	238.58	783.5	1552.64	H	LeastConcern	1	Foregut	0	1
