# Constructed from biom file
#OTU ID	10936.ATL.24059.giraffe	10936.ATL.24062.rhinoceros	10936.ATL.24081.rhinoceros	10936.ATL.24570.warthog	10936.ATL.24592.lemur	10936.ATL.24979.colobus	10936.ATL.24983.guenon	10936.ATL.24995.monkey	10936.ATL.25003.colobus	10936.ATL.25120.gorilla	10936.ATL.25121.giraffe	10936.ATL.25122.zebra	10936.ATL.25123.giraffe	10936.ATL.25126.zebra	10936.FD.0019.antelope	10936.FD.0040.giraffe	10936.FD.0087.aardvark	10936.FD.0088.aardvark	10936.FD.0089.aardvark	10936.FD.0090.aardvark	10936.FD.0099.wolf	10936.FD.0153.wildebeest	10936.FD.0156.wildebeest	10936.FD.0159.wildebeest	10936.FD.0162.wildebeest	10936.FD.0168.cheetah	10936.FD.0171.antelope	10936.FD.0174.antelope	10936.FD.01830.impala	10936.FD.01980.springbok	10936.FD.0204.zebra	10936.FD.0207.zebra	10936.FD.0222.zebra	10936.FD.0226.springbok	10936.FD.02290.wildebeest	10936.FD.0238.impala	10936.FD.02410.zebra	10936.FD.0256.ass	10936.FD.02590.zebra	10936.FD.0265.impala	10936.FD.0268.wilddog	10936.FD.02680.zebra	10936.FD.0290.onager	10936.FD.0291.onager	10936.FD.0292.onager	10936.FD.0295.wolf	10936.FD.0305.guenon	10936.FD.0308.guenon	10936.FD.0420.ass	10936.FD.0447.lemur	10936.FD.0455.ass	10936.FD.0472.lemur	10936.FD.0483.monkey	10936.FD.0490.monkey	10936.FD.0492.springbok	10936.FD.18730.gorilla	10936.FD.18951.gorilla	10936.FD.hippo.antelope	10936.NATL.24654.phorse	10936.NATL.24659.howler	10936.NATL.24666.phorse	10936.NATL.24711.phorse	10936.NATL.25028.howler	10936.NATL.25062.anteater	10936.NATL.25072.phorse	10936.NATL.25080.anteater	10936.NATL.25181.anteater	10936.NATL.25184.anteater	10936.TS.006.rhino	10936.TS.042.warthog	10936.TS.086.baboon	10936.TS.099.zebra	10936.TS.150.zebra	10936.TS.170.impala	10936.TS.172.impala	10936.TS.174.aardvark	10936.TS.182.giraffe	10936.TS.207.wilddog	10936.TS.208.wilddog	10936.TS.209.wilddog	10936.TS.210.wilddog	10936.ZU.18191.rhinoceros	10936.ZU.18195.wolf	10936.ZU.18199.gorilla	10936.ZU.18207.rhinoceros	10936.ZU.18217.lemur	10936.ZU.18228.gorilla	10936.ZU.18232.lemur	10936.ZU.18249.zebra	10936.ZU.18257.anteater	10936.ZU.18269.anteater
P381-PWY	2003.738902459916	3204.3836229632757	182.38537497789565	69.3732667720774	2319.4691697999183	30.80326438911881	13220.309167138696	69.66089897825987	157.92828001148237	878.0284425477074	101.53091337875115	77.11640289434544	446.36355397198344	142.1289653686956	396.4643271317928	1033.427118545912	5738.399644356229	15847.339871717793	2190.217656597225	8556.987659441502	3920.4594744659544	655.4471728817039	10805.6833821832	13217.233868533463	1627.05342092382	13172.904138744394	479.49931630152076	95.31481024999066	455.0486093091962	1158.0012425241025	289.7652727450877	338.8153324758896	340.39682102523454	196.61563670600933	59.87467746907472	1648.2325035433462	1048.1021413394274	174.6854051633962	240.98441941772114	938.6901981577964	53.771920715424834	679.4358864832099	155.4094755044706	505.1468610450758	350.57038493991945	196.65712025229226	586.0295408435154	3207.077207819428	11415.736435136438	153.75214620182652	211.23888990560658	4657.297211623328	441.58854105600847	3487.896683127781	117.75458156479772	314.2918524417267	9454.658250378478	75.6009201728895	41.499940093243325	473.8544154400508	52.66956565431877	465.6389060483247	1137.5073204164119	584.8025157913036	876.1112163887213	2706.991942798501	3227.8965501202188	5832.959231189544	801.5393075202852	174.6930332136466	51.43088253514089	223.54428667580387	261.2385872065801	315.4248153531886	57.522693502213464	3597.647693120151	128.86593455292197	422.5094713229437	0.0	68.67579855993657	0.0	1194.8056929715322	0.0	14.219253270960142	434.52609676647046	709.1148732245523	54.72390533006542	89.43254754860257	109.7913020082375	157.81367307103173	64.32454546656153
P4-PWY	65819.29585758403	31456.489998603647	65116.53738536604	27792.10107059145	85273.74836679074	36914.36734330387	35912.92616987726	33896.111361178635	42330.244031545364	45860.24735570072	40452.96482573914	36876.62279326273	36389.84571005556	46846.60794306502	56789.798006053425	45462.1928566735	127288.36821166184	73925.77168102885	86873.37617225564	67689.23150227484	54948.597068522475	75907.43581146357	60737.14735304824	59343.543753837905	8027.015154990328	80870.28370300835	80534.37498787741	53929.41014005917	86214.25823422206	75338.84633703344	80228.13335964564	79498.34325141301	74709.72269039546	31977.696971555742	67387.43473474239	58328.26668363344	65606.00175622542	63200.621815872975	79890.21991183842	42296.194800623	54504.42628369467	56004.68436010137	59071.981555638115	57218.87010650031	73855.44695326657	58843.598036428295	48979.300467758585	49352.05795842601	62556.49002705139	55351.63056389726	30958.289689191253	26686.345244700537	58145.62778515441	49666.96131785578	35654.982804070925	47470.93478912815	52720.90745284951	59754.99385118714	25080.03938946292	29271.28682589617	51735.96920183003	31177.98492908596	30942.093293887156	60640.47049248915	62784.722748067536	42623.45251760796	41833.454080785086	44046.11695885106	62886.61462958523	67740.10448427957	69160.43647604753	56487.12275171373	60977.92821933449	36837.318253792524	46261.907197782755	62229.27060119443	45794.991779543176	48787.23181099544	67361.17649408134	34228.66105860642	45170.76569224819	56930.776829308	58892.53740421218	44511.399307170126	64485.16168523261	55546.73539237899	38342.210761337665	56725.049099245676	65140.39660755642	51343.31847717435	47253.50533885038
P42-PWY	77060.73445354095	52325.49018274246	107936.63803136178	57679.27253806316	108199.1970723297	51806.34910523412	50116.40707106083	52956.8203348802	44874.207004884505	56097.72311567337	64596.152195543036	58247.16043620241	59726.75837833967	70206.1384274324	95119.7004680356	61803.97104614541	35144.93042401178	67906.07378002415	30113.50317466635	69655.00130059564	85760.85928298124	133043.09050563473	82648.73043800924	75292.55406619779	10457.902615579858	94450.31054354721	115086.38491412382	98348.0507867993	134867.17133049804	66098.703124454	142155.0210089038	136817.6590767996	133192.68124722998	61869.70853946714	126483.85661106087	97113.07201221221	113100.749560605	111492.38560770563	140195.71895641476	68155.64691611928	62594.19685051738	91085.31385724244	112038.91975670563	87675.43538518461	122933.55651347418	30388.50742909411	39131.85652616492	52271.319818418255	72191.41470499514	83766.25877401298	51047.36896908479	35341.72062360766	90157.95073420346	52574.251613173445	61525.55095184691	45454.33191844012	30474.420873000323	95684.12386185209	26829.84378152121	30844.071647718156	52616.758653533274	17156.526098485498	37168.576909105	88281.68544502521	81449.31150104759	25073.937925420178	40478.617773561404	75447.1387279953	98492.11436696573	89439.22844327502	68036.17916268615	79957.71082480451	104666.30350157259	49387.2553927257	72741.49635247573	74157.46470490482	64174.179674308885	85221.75630966177	104475.06978484872	21332.518603811146	48433.58823365319	99606.83953746503	78204.36615548962	51249.1278671661	109330.76210255953	85470.64347016205	52566.39391050601	78902.51366343377	122687.90449517577	27524.610185720125	29878.614333759546
P441-PWY	59950.70263053322	21297.44487716267	42225.83446411468	29016.31750101246	31843.54845505153	33763.020940609385	10759.770096791928	22163.126713905353	39476.53778097861	34904.53862312883	33731.02654744862	27324.154910181514	28414.677095379197	37480.723098348135	46152.317960925524	36790.66915599854	94243.24101337192	69928.15986976319	48903.263175212625	70034.03604788095	38234.69817100497	60437.62840607247	58227.84623314274	47805.659299656654	5901.01960741196	85877.8753817775	69156.39886279673	46505.72665239522	71559.55545685935	63083.32025506592	59202.86978374311	62666.65791216776	55597.89304780671	20540.85655094038	56792.965337539295	48881.45564524113	53907.557975270574	44822.24329929928	47426.42422099412	34296.79889682844	34216.50123290574	53880.61185744596	61996.25719948076	48615.086155448174	58739.11691163747	57290.07802058308	39832.59021086693	40187.71026175142	36909.17787825768	38309.99297826769	25606.45043067861	28617.422776326628	29018.737088549326	39467.56712134617	29322.338519779874	40882.023827599405	29003.67179226272	44090.323441733184	18567.17436593315	24904.367414615346	44809.52868647595	31221.798622261507	30414.747646683292	44779.23559803308	54446.12468688362	52214.184156104	41298.189660662385	54217.708259468876	41202.36953428771	57452.698776517835	63236.25129548857	41927.45984289517	45846.230280128875	33664.875681302554	41226.14077527235	63664.33501336637	39756.82801541868	38375.032782641465	56065.02260608627	26343.782791004352	33515.258121235194	43740.82895739715	58186.92911419624	42899.62252272499	60560.57561366559	66129.31195842646	31568.30561120653	60818.97361042078	55191.848616500676	43291.70776539884	35987.10321686714
P461-PWY	35047.59247625659	6181.095871394677	11588.674669826756	8316.808208489969	7033.222867986142	15354.36515771382	4577.155616490952	7750.057511053349	19040.927725157362	16209.20658546963	14942.934078289849	5649.308883916589	14267.13319337151	11221.177728257982	19938.943850503383	14831.994441436464	46711.94684008405	34147.49762155855	17786.94324821541	43458.23201178069	5635.921417631346	19537.529388753883	38256.577937368194	9945.344419573492	1473.0533359532426	11533.58837721913	24634.14828615304	19705.294016150114	27774.552445016674	50042.6644961678	19110.295984511395	12995.04189293432	11834.73331286381	11696.858586032215	22984.342907745762	18238.631590560537	11179.550301946407	11938.672189255763	11277.873216491435	12158.243088769828	10976.135228562915	30145.270672728373	7939.2545205282295	10121.928664172576	13206.840209412767	5931.430022598759	10903.062912900665	11758.3756678432	12132.775381190375	26757.758983602853	7786.755591275798	24495.31306179245	9051.079479845643	9863.77435537547	12236.89263960598	15559.007494862426	21867.186911576893	13711.353564882878	6234.194574839553	3416.58062558163	11142.661549985105	18524.510942356523	16800.613403403422	10749.76618382193	15672.71039685926	46360.068059357436	20729.599667091654	21669.763915569154	9361.699387695355	22940.93337510817	23050.661704780323	11430.654151258095	15940.53126309268	16130.146957602954	19897.847705203552	25814.298771920967	14842.576313922786	13410.405501674086	12852.48753987618	11266.348161787448	13261.08341929408	12577.98830324069	9716.769116630852	15818.10951399068	14086.072531789672	23998.917208933442	14241.97922538248	20310.60832846278	14052.818860092486	18310.893080030288	4945.804023083514
P562-PWY	15526.389252766654	2742.79456136752	8231.496591893992	3630.124923343502	3678.2263834622727	6569.383491727906	11783.549708965134	2208.5445687710476	6269.138586849145	7257.6889585149775	6103.442076073741	2727.8561656656484	5293.734582638079	4529.768467108994	7817.62116304768	6312.941601872677	25833.65185828281	18369.82070239394	19518.304701861452	14039.236174814698	3775.365455048797	8419.998792870876	8033.344704505756	11094.778642638641	1416.8886290447795	8499.818592253574	9300.20202986162	6718.414197764406	11656.856916027411	3605.146187002471	8716.476711823538	6287.655648670427	7288.958645013283	4441.6800909870435	9424.66496818788	8765.110326801543	9579.641037031704	4562.051289161933	6317.330787040259	6143.111084361141	985.7381930290384	2821.116219212359	5742.40403895257	5420.693282308079	5828.765795030359	22286.810771790373	4152.948668879925	5997.015767261496	22786.64373706182	4435.761231503055	2927.4700538875077	3063.009734887427	3614.2531425939274	4630.056145386695	4923.373819739225	9086.56960023551	24428.601833493907	7095.544981617492	2584.3788603334424	4973.970263555854	7235.147524541248	4191.041496497512	2581.5321415260737	4511.331479884558	7794.840514252336	4208.347163637495	11769.180682793032	8205.848842944839	4257.437478642127	6299.469466240253	10925.291554631782	4357.584813560603	4968.483935205346	5582.205481397175	7192.467637481841	13083.394755195566	7665.4953028421705	3922.9553089890087	5733.51432047129	4410.974061358769	3319.647824508686	6132.492315233748	6906.516739403718	7377.706911796873	7868.1572439691645	10255.229966751827	4217.803634111446	9966.879741280418	5733.604794543644	5216.020479463232	2541.9864100706473
P621-PWY	117.22334996659683	153.11185838178233	2.2447198643808424	0.015969484102594377	6.057696127527755	0.011559590844269073	5.57768211166142	7.864495535541589	160.13950458110665	57.81570246473934	8.547423608561099	14.404738036727998	5.383385403033262	43.766191634501176	4.530231781278675	18.109754850681114	69.9067275700587	5652.633752005926	2588.670450314181	1226.4733069673312	9.886602777569061	0.05276333783005314	0.020581534786868617	0.0765286938413855	0.0064882865987977096	48.94319318422938	4.61137213123321	7.2727897223722175	44.18477499199321	17.709738160221548	0.43294923398857915	7.036012997063248	17.735468541220584	106.58334006523891	21.79225525727232	110.8125821887583	9.234621816427051	15.350678395806085	17.338544334854173	70.92652044319432	0.0	7.793345659374135	8.132265745507954	0.11905483644124525	52.84640093268384	0.00024240492211177682	1088.7736321458488	10.58070640041548	0.005729158527141359	51.84675506905434	18.634100242988364	65.17275470699619	0.09974462370164276	0.04298001864632811	55.314083043739515	0.020468632983289655	0.0	67.3266877169772	0.0002699448392510525	0.0004980250886150824	0.0	0.0	0.010981165302494928	9.169991175392205	18.686406478426516	2.240999999999997e-12	0.0003881231198265377	0.002753630944561586	4.620522684179373	0.05993401756870695	0.09831567562696114	25.567196458137325	10.21947720345088	69.93731247191043	78.09760821342043	6.49748260499849	26.846396188587583	0.005995371181186535	0.0008922126026092411	14.745824769058814	0.0003316652308950434	34.4106314050468	0.0	0.26732255163764107	58.85224754951818	0.09524921994266436	4.322481577339163	0.035151459029984504	43.43651285030183	0.00047085256115821973	0.0
PANTO-PWY	70571.44706295028	42550.75265451292	78480.78792606648	45327.01066957104	93317.93641239367	44481.66046300665	32440.52092977142	48343.55029723838	45711.67879719651	42224.48015133736	53005.41102513575	44939.67542742162	46947.58279263562	52942.62586180094	77235.49287193998	58456.77131764679	149949.69462391088	65381.919830291044	102187.29712179596	55014.73090705478	51595.48327329356	105107.5877931625	64903.18230073892	68247.1100866416	9649.310431832424	62655.9765665375	92905.94793792382	79756.20459053517	116551.08315901447	46887.690429444265	100920.04706198878	106064.12596535015	102153.24451191042	48510.64015296938	100044.59531630772	82316.68168631646	89190.21236109636	83340.08947237076	102922.69557591647	60141.5123354829	38989.128214171695	66511.27161383978	90332.81929965824	73058.57794693211	98664.12350493476	32991.006954317854	41354.425923904695	47795.39278122092	61413.95681175662	65371.41039612452	38104.489330722055	28954.39956897979	77439.11976296159	56736.3331774074	52389.98156145474	45310.78678257802	62461.23817145411	82856.73895892399	20793.235222843785	23522.006780415366	31454.701748388965	38690.64638687192	29428.299335048472	70111.31580907859	63190.35449230009	42798.04905774947	28230.571522660666	48121.70672125612	75552.52135194208	72248.89921041354	69437.39545005134	65629.0470509357	77972.81216490966	48708.07744917288	65074.70912791422	42977.58351127132	60058.12609842351	50301.41596489795	59839.830556310364	19974.452819514732	32211.803288674648	74665.26747131984	44337.40141239695	46460.41734696164	84087.91299382884	74217.49599450086	42735.366567525685	75491.9646322778	95125.6354646132	40500.4415727432	58813.82155147915
PANTOSYN-PWY	70614.57326069528	42545.613903325735	80937.89274839239	44516.321606447484	96403.71658457688	46136.18511939593	33224.90807880176	45555.732278243064	48259.79253284342	47105.949396725955	54147.91355353404	47402.50984102093	48340.21852120542	56202.24191574886	78698.70685556874	58997.391033145366	138394.38215637076	64990.49113296487	94411.2161774477	57067.6650817255	62961.888897072255	105032.78007237447	62722.09064188038	68405.71301678888	9688.112716000205	75032.53317186264	91458.48734725313	80702.11542861142	117811.28068539908	54573.62368097493	102817.74276079815	104063.96121162201	103142.57956062851	48811.008647289986	100361.2962866693	83987.42942221506	87470.11631262406	86016.11691703474	107082.68578888998	60586.772303831975	43167.35912468688	66993.90906080896	88922.47723526397	73270.75039915215	101412.75913201831	41230.8994426676	42842.466761533324	53075.040869443066	60081.12262218958	63768.849340836365	39626.36799045864	28774.3810327362	74805.71851553922	56619.13537468026	52809.93769072039	47571.966369475755	61714.633211761815	82774.40837155397	25040.635868554968	28223.58208120979	33857.49122037368	40247.93670221688	29785.42350744984	72321.30948097687	66491.2549567279	42207.30145658155	32000.214734312878	53867.68295783302	77327.13150762174	74761.37401459657	73844.43676671394	68169.53345707616	80315.08053122192	49054.85725313953	65624.37214115336	48893.19856569877	60803.44745247184	53911.35535506723	66914.89940306424	24384.208669694715	36963.86150944467	73785.72163931254	48528.74457692552	49924.10522255659	83567.25677034691	78792.42643178691	45379.200969013604	75114.0765979572	92973.8914288848	45393.829195975995	62527.37389000844
PENTOSE-P-PWY	44789.2295164831	26269.395954865002	52433.75223684966	31958.583641358724	23232.459013012925	29186.396494575256	28676.724292091807	24744.839508984303	30713.470624887166	22426.616753714203	29808.176773787494	25133.817373044058	26464.97590618445	40094.327771984965	48725.08875526854	33445.32144821305	139138.91405708366	86426.72327824854	90046.71859430749	84966.74771516815	17841.591158091374	65791.026594739	51873.535679195535	45999.221258946825	6224.830454997678	43119.13364105331	54637.33279068405	47467.952737520856	73690.7907942965	35002.5706706613	82745.34387750768	76977.4559212359	81929.5738214323	29652.420229587005	65210.11205059479	52664.81900556964	62977.367785386064	63226.09305277466	76874.45881595853	35871.16021811544	30130.643596146252	49830.0360965992	77548.9902021364	55175.89467804433	68198.80990523152	27196.51587216215	32089.69752208514	28644.008357989525	64130.35476745421	59384.49933874429	31246.846124558502	26093.054821661477	58366.25129355591	28693.058782084365	32547.90319308048	37137.215731918375	58709.53499895306	51404.70008129747	9680.366119100358	12533.148527252906	32579.047244237325	11666.131124334706	22697.865869799272	47631.78463699196	56302.11469879463	43306.708287748355	29663.558055821268	54293.640532197685	44474.44409506626	56342.266418469495	35471.888037470184	42759.76783277585	61663.69916950348	28824.58771307372	37430.55584472086	48696.15832097954	35090.66580451737	43893.02281046676	48863.65331797245	15581.598167077569	29051.526348471292	48291.1307252907	45871.94831974088	37407.51212953752	62999.963101917034	46993.78956612413	21334.61393478196	46811.50689820867	76651.92069197836	21395.316865026678	9498.198593957528
PEPTIDOGLYCANSYN-PWY	83109.17610281707	47364.345457355674	95253.02681833226	51417.38932146781	108567.76274790644	58673.68189527626	40235.03990144685	57762.2298485373	69781.16759315754	70870.82426659868	68472.60608302738	61127.32379468103	61192.90220514994	66606.90580420966	98213.2380843741	75813.99992430198	141600.7134724914	90580.61267080593	96916.21577705379	89621.70976551814	99286.53088499999	124410.88344288085	68317.23432660363	85895.37548060583	11962.806938530583	120151.37124826784	113081.20601504183	97981.09156218085	145546.32600350564	85374.30825985156	113529.63731468348	118271.53597284101	110012.53448300493	57572.21648283102	121251.28503243726	100090.42197986954	104626.75894580656	101672.5327094152	119546.98766806671	74184.45293406569	70281.97687465613	78340.99060603767	104602.31004314165	89195.86209456388	119118.57763496054	93312.62879375584	70166.46025809094	76318.56510124802	68439.55949363421	64212.88502283909	45446.18478949695	32303.26261982852	70540.27637167758	79210.26567596995	62970.111422028465	60726.03372970104	64167.55649244667	97803.57355313293	41073.241253448345	47945.54231312562	68494.9335419798	46923.487837560264	34582.2230540593	89536.72145009678	85585.66456776143	46209.33975933279	56299.59988619961	78685.36493285061	88655.54075329172	100135.7184389404	112587.5966450028	86819.65535437802	90777.97303767182	61014.41734124168	80495.96066755934	90409.97480029437	77149.81774810504	76527.34855904247	103314.79734221753	47553.719495416495	61621.22065638122	85081.97574900584	78948.40733723422	65600.33570412184	98621.9332588061	105148.00380802064	59834.41027184968	95943.59368275868	106794.25194518709	69397.34502493893	75308.46476268447
PHOSLIPSYN-PWY	92010.37731092829	48318.26782489995	97639.87443964923	50847.98133171095	116881.56103706683	63128.719431930214	49592.01211926691	61411.270178205836	76092.6906138082	76033.82424654426	70533.87231360521	62065.57197891348	63372.0522737814	73627.07015399483	102157.0149338449	81636.3009579389	165861.6561901866	96363.4014026953	114040.98907441308	99632.37201051261	95592.02163728756	127784.84833668135	76107.7261423323	92782.95063646763	12669.158374533603	127198.29620415827	121269.91485767618	99291.48374935504	151433.5353474334	94983.20847395257	127607.82348614451	130389.64560944425	123596.83275472569	56221.845348278526	123204.49939486527	108282.98044116405	107195.0820250896	103812.04981814639	127923.12845969746	79299.62829532	68915.13059074365	77929.73039528911	104542.32799431749	91572.53515218149	120238.2671716209	100798.67393816944	77067.78331381112	83435.45926924568	80144.895404011	85308.4727490452	50307.625721268465	35201.575109038284	98671.23472631586	87632.75135805197	64878.925663536495	70487.85749953068	82868.08226732296	104131.13964166242	41571.06357319931	49862.23270967826	68989.02774820817	52539.25727522897	40216.94527334104	95920.1394387109	96603.37296220714	55230.015186116616	59064.678466266836	76872.2116443154	88032.37386651438	101737.30772085229	128443.06334114555	90891.95483574609	99131.37765149068	66642.56746365513	85448.29262853252	88563.74216278282	81832.72423062741	70821.87556326271	98377.94750786957	48709.944335124455	60229.528260922896	91477.69603468278	77052.11765253232	70891.24534038392	106200.70743643063	105751.7337752054	58037.37936570299	100118.71535361824	104786.80988255636	78457.41090775169	79726.40589554908
POLYAMINSYN3-PWY	20725.516019243205	6870.2813175082965	13212.257350830374	7828.114344669868	8218.1792051016	12486.9568416582	16180.564005255324	8696.689916396776	13141.040743245128	11695.209259232986	9808.821601515161	8952.204435864458	7408.587100436173	11310.470904159527	9192.508896516938	8547.603465779082	65703.3437445939	24575.319211824855	36925.36861942812	23919.53740734977	9820.943638958304	9591.830453417164	19632.56093487359	11616.494560827201	1342.5465295292836	15067.789992100854	17925.863135351727	12045.32955641946	14514.85213275615	16332.430458239654	17583.593793332926	13344.58412274934	14912.381870139576	6248.7716697746355	9121.442530688868	12600.811982134304	13094.745280977802	12311.272907867764	16208.830493323409	7681.402550581219	11850.537148835932	17901.3180763387	7579.7933700459	11905.34232685056	13392.20678950379	10286.464947472454	12510.069722132572	15405.144197294236	24688.810863323175	17105.74726855992	5985.588069727203	12275.321804860449	13652.107764558632	14980.361348111954	5476.078397593117	13330.663656189223	22889.321398445274	9952.425566068769	7141.7252608882045	7549.165600059118	12855.355645300308	729.5134312245095	14506.73249814676	12350.232957152362	16056.347625793505	984.6173844687988	13285.437491231985	15528.16468769437	11206.719929798068	14926.417236690997	27056.38729656598	14071.418031629368	12830.554405070949	5456.559521732537	6333.154937805548	19604.98611782729	7531.912128240307	16035.4031833064	14383.4858089947	9450.197653204781	15867.027298476443	12490.28531224585	18396.193449005656	17201.562501098633	12304.95900178672	9018.368342769645	10077.730948984363	9509.966439717118	11516.59634498245	11866.016342532099	8065.5151796187165
POLYAMSYN-PWY	25452.852076575575	10640.038085108077	18588.52075164545	7762.673869400059	9526.430895009587	15968.037582781493	15508.629138349861	17404.830304557927	16053.98754810372	15114.744161958884	17089.098366995462	9762.675428634195	15748.311619451499	11747.848775428125	27811.094320488573	22845.80182249179	89663.06015042195	37553.781591882034	40160.307707987595	34811.58488942446	14181.937794059679	33968.841110668574	34615.61320859014	21636.03593392215	3367.033341418575	25434.683887359293	39804.419816482565	25583.363714608604	36947.69535051345	37393.70671293894	25177.302267327632	28463.13994561413	22134.188681866228	12522.311350203792	32094.336237186715	27395.42398994359	24451.62769983507	14826.186242913518	19539.205916237	22498.039626956877	14274.263367105696	26829.698001194298	16005.315499659264	14140.165327154542	22005.136029242716	29555.756301477286	12941.941691149526	15141.543888488886	25553.88844534562	19325.368491104873	8117.446053148109	18445.993452465817	16336.43811232876	18376.176981048844	16187.493554375604	13276.19950032595	30167.512421319498	28668.96334585724	7460.260804493156	9295.510010215026	21394.09104790407	12295.07988162371	17007.550703976085	12034.326945777837	15929.563559632294	33734.94816279376	20814.71417962594	20839.027655381044	16030.739331003339	16524.798992393746	27783.299761906514	16704.381671192812	16901.463921010876	18147.724090572814	23138.746671430225	23592.89804641387	22258.82091218343	19605.259866075477	21349.47766740039	13099.072413373127	19373.153029387195	20562.48946654784	24713.804319085702	18160.161407734235	23647.080250286795	21751.667133725696	17961.148201643344	20742.39693828676	17789.438029353463	12294.65451954039	10086.937097669323
POLYISOPRENSYN-PWY	57650.2440550922	40485.81817931055	80136.76296486572	42499.14688852007	98097.16851394187	43604.1373239516	35225.7618302327	41352.03378331407	47342.84083961657	44132.85441478399	51840.90757976895	49509.066493322265	46290.53832610994	57662.97503575173	69588.98423027052	51345.90259498835	111832.73281048037	71347.55611577639	87299.16642756792	64288.455119616825	71348.65854427667	89600.69619992987	57328.08577466642	56110.758012888684	7773.059941853569	78938.49366826976	62356.65903026637	74078.03553736328	105900.75389822823	49618.19169379533	101923.87222605538	98832.39368307545	99473.95106728024	46412.89657385436	90064.57388922582	74671.09915001417	82279.92777426013	87330.47351250587	108833.34732068026	52705.190997848295	43940.27406289494	62247.855060361835	86616.48099767217	72292.13485157191	97420.80314962896	38887.92580491447	47749.3983883665	50007.83451502092	54996.66404216277	61892.62993720766	38728.598786190836	27456.80404204688	66880.89816707831	50654.91841821464	46622.62365277457	40625.097097166195	62240.36343974806	68810.21619989854	24072.44647807308	30916.4576520457	43245.46610886277	44570.93985672163	27729.772648613645	73487.26450270711	66960.96360990871	45359.337131081986	30880.649448298554	54970.89808629501	76410.02351413078	76919.84633800379	53934.45526890645	68763.91008930888	78060.24455747407	36652.564686545345	53287.99559788529	49358.96722061359	51141.169482629804	52252.36157972786	64801.49325219544	14069.474700505509	31090.508428887795	71599.14774788835	50119.34889041421	41029.4191920598	78595.78176645687	69908.83538873731	43735.39797305754	64313.630815337725	90630.77252904547	47227.15258143212	61288.07830405585
PPGPPMET-PWY	20614.31206816387	8801.699571288818	14358.617970198442	11275.652668999452	89370.79401873497	7088.614622300319	18750.751265407536	3146.0681589918904	6856.188709502082	5735.423757923273	7708.384024981273	6616.659161895994	5571.450200719587	6676.096906688954	12567.985262282604	11799.390897079884	52774.93005805026	36124.91208919502	49574.7259001953	17350.183956452373	52361.309755622526	14928.405845879028	49943.74110537959	11528.016455726718	1898.819820417269	57350.14335749704	11259.043681155448	11364.220405689972	23343.881146195527	27274.649874098763	12579.611532822226	9609.89886590133	17569.9098251546	6359.732830280754	17754.799622560902	23274.32328876361	15117.151590756073	10767.089074177286	9467.041630563524	13297.81037476909	52006.178601732216	23159.551350486705	3880.7021231684416	6428.981541819348	16107.787778362588	37686.99014868312	5506.148621518511	10852.543091003672	11792.233249491655	10780.770890996188	5897.736658437637	18851.1118231357	9128.582235811591	15195.612679833635	11582.268229041243	26800.242852553667	44967.5010258032	18159.352806373718	1805.8812225767397	1655.043942731164	33494.17630516177	10189.367930147335	22643.083484674422	3646.9397714798747	11674.449683631155	41415.89806765897	22015.18056426025	4685.996507506053	43981.32563111385	5552.287187387027	18071.19868884862	5438.958429392976	12645.792422853223	11216.04807898008	15274.873151952017	20128.37470478732	9517.285058235748	27121.92930550794	41493.69289997795	21769.97309834938	27550.503351968706	10299.840927801451	44694.380448291464	25270.612428882392	13648.922437038067	5969.486755014456	11961.574454188736	19044.15175556938	6181.316257005315	7965.59419416245	1580.9509575577902
PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY	4554.080913609816	4232.1523715043795	11949.994800352059	1003.335987602627	29423.526928675547	1123.309131014932	8593.716335167739	1858.8976602984726	3639.0997681696745	1283.5341592009731	1718.4535285933678	1245.9608757018693	1236.9977912531451	1934.9348616244847	1776.9543365001987	1701.8631776462043	74720.50811244622	11301.780525692146	47610.377329228635	8007.919760186576	123.78873404610057	2777.8365355075966	8532.213333515589	7584.677963806588	1017.2442913291898	4006.803281937145	2534.85891237981	932.3959468653225	3561.924887171536	1978.195186411949	6524.256911135857	8165.18472849029	6852.502187525456	821.8437421485145	2095.0185608196816	2459.370378202387	3928.4596833982796	3579.5908394519183	5179.473807715973	1511.8451988310587	24.226431405031033	2856.7316376824265	2906.7280009563665	2853.104658868067	3573.1855314536856	391.57858222610855	1947.9450383877886	1138.128857833135	39936.558809510345	901.8721497516688	2255.674189957355	6889.044807640851	732.5911118442457	3399.4484392127256	1124.615801221144	855.6258429802524	24517.66751671033	1169.2193329546808	113.56483321670753	248.17326372960184	604.7370767897361	159.82509717629344	1517.252250311065	4614.875539610475	1233.6615740759025	1577.1106761962487	573.7442531489764	894.1996449402926	3098.9366803601188	3627.482040857706	1940.5095963661274	2922.2460641068947	4151.92107204376	2506.81106666532	1333.5126562165249	1173.6887442835666	1234.146228724658	617.7280544635533	441.18077763764745	338.16074990527636	330.79414283386643	3625.217079289184	120.15354488870167	1839.320013093586	4476.774916761882	5238.552523355368	1558.5893849779382	5479.155464022776	5188.7650628972215	394.037006994863	70.85635526898687
